t px py theta vx vy omega ax ay alpha 
0.0125 0.1248634358 -0.05864929266 -0.1276275344 -9.264085608 -0.9202123548 -5.036234782 618.6861545 533.9802137 2914.281694
0.0126 0.1239401816 -0.05873866077 -0.128116676 -9.201133359 -0.8673891089 -4.747884189 623.5424689 520.9181821 2844.135869
0.0127 0.1230231931 -0.05882281644 -0.1285773585 -9.138561928 -0.8159361556 -4.466904921 628.0338819 508.2028215 2775.769693
0.0128 0.1221124846 -0.05890188987 -0.1290102822 -9.075532091 -0.7657396729 -4.192685349 632.5971033 495.775576 2708.870788
0.0129 0.1212081021 -0.05897600532 -0.1294161161 -9.012041852 -0.7167721049 -3.925085303 637.1801678 483.6169569 2643.338737
0.013 0.1203100918 -0.05904528437 -0.1297955154 -8.948089255 -0.6690073143 -3.663971768 641.8339505 471.717022 2579.125091
0.0131 0.1194184999 -0.05910984604 -0.1301491224 -8.883672379 -0.6224205014 -3.409218468 646.5067288 460.0584695 2516.140816
0.0132 0.118533373 -0.05916980694 -0.1304775671 -8.818789332 -0.5769881255 -3.160705463 651.1471285 448.6257312 2454.306098
0.0133 0.1176547577 -0.0592252814 -0.1307814677 -8.75343927 -0.5326878927 -2.918319109 655.8571625 437.4142865 2393.601387
0.0134 0.1167827009 -0.05927638154 -0.1310614314 -8.687618315 -0.4894984462 -2.681950389 660.534446 426.4065971 2333.93559
0.0135 0.1159172498 -0.05932321744 -0.1313180549 -8.621326685 -0.4473997314 -2.451496927 665.2807722 415.5985264 2275.290807
0.0136 0.1150584515 -0.0593658972 -0.1315519247 -8.554561566 -0.4063725181 -2.226860404 670.0449237 404.9771454 2217.600758
0.0137 0.1142063535 -0.05940452704 -0.1317636177 -8.487321175 -0.366398582 -2.00794756 674.8267433 394.5332495 2160.819366
0.0138 0.1133610034 -0.05943921143 -0.131953702 -8.419603748 -0.3274605963 -1.794669633 679.5248121 384.2541897 2104.881486
0.0139 0.1125224489 -0.05947005313 -0.1321227366 -8.351407531 -0.2895420816 -1.586942092 684.3417213 374.1400311 2049.791473
0.014 0.111690738 -0.0594971533 -0.1322712727 -8.282730781 -0.2526273602 -1.384684411 689.1759487 364.1785866 1995.486359
0.0141 0.1108659189 -0.05952061157 -0.1323998533 -8.213572774 -0.2167015442 -1.187820017 694.0274425 354.362543 1941.929726
0.0142 0.1100480398 -0.0595405261 -0.132509014 -8.143929765 -0.1817503821 -0.9962754671 698.8457192 344.6836007 1889.079591
0.0143 0.1092371493 -0.05955699368 -0.1325992834 -8.07380205 -0.1477604085 -0.8099812832 703.6812857 335.1368148 1836.91221
0.0144 0.1084332958 -0.05957010978 -0.132671183 -8.003186902 -0.1147187301 -0.6288707958 708.5843158 325.7165202 1785.399748
0.0145 0.1076365283 -0.05957996862 -0.1327252282 -7.932082608 -0.08261309542 -0.4528805366 713.5044254 316.4156296 1734.506439
0.0146 0.1068468958 -0.05958666321 -0.1327619278 -7.860487455 -0.05143183325 -0.2819499178 718.4416109 307.2284928 1684.204261
0.0147 0.1060644474 -0.05959028543 -0.1327817849 -7.788399729 -0.02116382319 -0.1160210814 723.3458373 298.1496215 1634.465954
0.0148 0.1052892324 -0.05959092607 -0.1327852969 -7.715817717 0.008201534696 0.04496125337 728.2672942 289.1744611 1585.269255
0.0149 0.1045213005 -0.05958867487 -0.1327729558 -7.642740699 0.0366743528 0.2010499598 733.2559586 280.2980395 1536.589497
0.015 0.1037607011 -0.05958362063 -0.1327452483 -7.569164956 0.06426426475 0.3522955395 738.1620589 271.5163791 1488.407351
0.0151 0.1030074506 -0.05957585074 -0.1327026542 -7.496301561 0.09099639482 0.4988336544 714.2286827 263.2631993 1443.102763
0.0152 0.1022613515 -0.05956544788 -0.1326456273 -7.426074718 0.1169317959 0.6409971397 690.3031473 255.5265721 1400.612321
0.0153 0.1015221559 -0.05955248936 -0.132574592 -7.358229065 0.142117607 0.7790427421 666.6239903 248.2681283 1360.727434
0.0154 0.1007896264 -0.05953704776 -0.1324899474 -7.292749143 0.1666009534 0.9132272951 643.0375128 241.4736941 1323.371923
0.0155 0.1000635272 -0.05951919105 -0.1323920669 -7.229621914 0.1904274036 1.04379924 619.5396697 235.1284239 1288.465726
0.0156 0.09934362383 -0.0594989827 -0.1322812999 -7.168831778 0.2136409566 1.170998538 596.2255784 229.2152582 1255.916459
0.0157 0.09862968301 -0.05947648185 -0.1321579718 -7.110367498 0.2362843141 1.295058143 573.0418008 223.7218886 1225.657612
0.0158 0.09792147298 -0.05945174346 -0.1320223853 -7.054214249 0.258398742 1.416203225 549.9846218 218.635455 1197.619495
0.0159 0.09721876313 -0.05942481838 -0.1318748209 -7.000361523 0.2800244088 1.534653014 527.050587 213.9441713 1171.738158
0.016 0.09652132407 -0.05939575356 -0.1317155374 -6.948796187 0.3012002269 1.650619912 504.2363439 209.6368167 1147.952621
0.0161 0.09582892768 -0.05936459206 -0.1315447727 -6.899506419 0.3219640621 1.76431063 481.5387228 205.7029641 1126.206128
0.0162 0.09514134697 -0.05933137323 -0.1313627444 -6.852480711 0.3423527723 1.875926388 458.9547085 202.1328782 1106.445604
0.0163 0.09445835606 -0.05929613279 -0.13116965 -6.807708829 0.3624023283 1.985663571 436.4814552 198.9175461 1088.621825
0.0164 0.09377973018 -0.05925890289 -0.1309656678 -6.765177869 0.3821476715 2.09371293 414.1161998 196.0483956 1072.687887
0.0165 0.09310524572 -0.05921971223 -0.1307509573 -6.724879124 0.401623136 2.200261891 391.856399 193.5177103 1058.601481
0.0166 0.09243468004 -0.05917858612 -0.1305256593 -6.686800211 0.4208620812 2.305492535 369.6995631 191.3181026 1046.322015
0.0167 0.09176781155 -0.05913554657 -0.1302898966 -6.650932911 0.4398974021 2.409584381 347.6434112 189.4429898 1035.813224
0.0168 0.09110441968 -0.05909061233 -0.1300437744 -6.617266285 0.458761171 2.512712415 325.6857285 187.8861404 1027.040691
0.0169 0.09044428481 -0.05904379897 -0.1297873803 -6.585791568 0.4774849994 2.61504907 303.8244598 186.6419636 1019.973435
0.017 0.08978718835 -0.05899511894 -0.1295207852 -6.556497266 0.4960997477 2.716762624 282.05761 185.7051891 1014.58216
0.0171 0.08913291263 -0.05894458162 -0.1292440429 -6.529375005 0.5146359923 2.818019754 260.3833553 185.0712159 1010.841168
0.0172 0.08848124085 -0.05889219333 -0.1289571908 -6.504416586 0.5331238827 2.918984744 238.7999817 184.7359162 1008.727283
0.0173 0.08783195719 -0.05883795744 -0.1286602501 -6.481612031 0.5515930148 3.019818789 217.3058444 184.6955054 1008.219148
0.0174 0.08718484669 -0.05878187435 -0.128353226 -6.460951519 0.5700726256 3.120681048 195.8994031 184.9466527 1009.297825
0.0175 0.08653969527 -0.05872394156 -0.1280361075 -6.442428297 0.5885919007 3.221730328 174.6278477 185.4822117 1011.923425
0.0176 0.08589630985 -0.05866415556 -0.1277088787 -6.425306071 0.607110215 3.322743289 170.8004682 184.6182271 1006.879568
0.0177 0.08525462684 -0.05860252281 -0.1273715779 -6.408416264 0.6255314067 3.423192824 167.037538 183.8139633 1002.155706
0.0178 0.08461461397 -0.05853905183 -0.1270242552 -6.391903766 0.6438759942 3.523190541 163.2930012 183.0820973 997.821065
0.0179 0.08397623369 -0.05847374993 -0.1266669537 -6.375764811 0.6621509937 3.622774138 159.4697885 182.4319368 993.9265409
0.018 0.08333944851 -0.0584066237 -0.1262997128 -6.359999532 0.6803637549 3.721983131 155.8097002 181.8380476 990.3329271
0.0181 0.0827042213 -0.05833767901 -0.1259225682 -6.344606148 0.6985213796 3.820855679 152.0705861 181.3251921 987.1756382
0.0182 0.08207051503 -0.05826692103 -0.1255355517 -6.32958097 0.7166307045 3.91942848 148.3972275 180.8772818 984.366588
0.0183 0.08143829276 -0.05819435423 -0.1251386912 -6.314924196 0.7346989512 4.01774033 144.7410939 180.4992055 981.9324266
0.0184 0.08080751789 -0.05811998237 -0.124732011 -6.300634111 0.7527330923 4.115828654 141.1019742 180.1906183 979.8711621
0.0185 0.08017815385 -0.05804380853 -0.1243155317 -6.286707096 0.7707398374 4.213729428 137.4315023 179.9570146 978.2127142
0.0186 0.07955016428 -0.05796583507 -0.12388927 -6.273143405 0.7887263282 4.311480976 133.825815 179.7866204 976.89257
0.0187 0.07892351307 -0.0578860637 -0.1234532392 -6.259940423 0.8066993356 4.409119581 130.2365343 179.6849522 975.9407455
0.0188 0.07829816415 -0.05780449541 -0.1230074486 -6.247097477 0.8246658603 4.506682767 126.6154964 179.6582787 975.3913319
0.0189 0.07767408165 -0.05772113052 -0.122551904 -6.234611988 0.8426326443 4.604206627 123.0585477 179.6939439 975.1749842
0.019 0.07705122987 -0.05763596864 -0.1220866073 -6.22248236 0.8606065465 4.701727874 119.5174783 179.7981227 975.3252604
0.0191 0.07642957327 -0.05754900873 -0.1216115572 -6.210707967 0.8785945616 4.799283942 115.9921429 179.9709128 975.8424846
0.0192 0.0758090765 -0.05746024903 -0.1211267482 -6.199286284 0.8966034261 4.896910835 112.4823689 180.2123512 976.7266399
0.0193 0.0751897043 -0.05736968712 -0.1206321714 -6.188215761 0.9146400191 4.994645311 108.9402203 180.5296521 978.0168874
0.0194 0.07457142162 -0.05727731987 -0.1201278142 -6.177494862 0.932711237 5.0925242 105.461171 180.9090434 979.6377639
0.0195 0.07395419357 -0.05718314346 -0.1196136604 -6.16712302 0.9508241465 5.190585236 101.9972726 181.3577667 981.6285537
0.0196 0.0733379854 -0.05708715341 -0.1190896899 -6.157097769 0.9689855555 5.288864711 98.50071655 181.8835891 984.0313748
0.0197 0.07272276242 -0.05698934449 -0.1185558789 -6.147418565 0.9872026047 5.387400706 95.06676304 182.4720978 986.7672555
0.0198 0.07210849022 -0.0568897108 -0.1180121999 -6.138082019 1.005482016 5.486228988 91.64755889 183.1309749 989.8778299
0.0199 0.07149513445 -0.05678824574 -0.1174586219 -6.129089513 1.023831333 5.585389772 88.24304339 183.8609035 993.3664917
0.02 0.07088266098 -0.05668494198 -0.1168951097 -6.120436729 1.042257214 5.684918419 84.75806595 184.6784546 997.3232963
0.0201 0.0702710099 -0.056579787 -0.1163216001 -6.113055983 1.060929741 5.785741423 59.09299175 189.4816499 1023.002382
0.0202 0.0696599567 -0.05647273808 -0.1157378653 -6.108431708 1.080134344 5.889413257 33.42645279 194.6661785 1050.733723
0.0203 0.06904923777 -0.05636374219 -0.1151436215 -6.106368647 1.099875058 5.995953078 7.84964481 200.2077976 1080.383269
0.0204 0.06843859755 -0.05625274395 -0.1145385723 -6.106856908 1.12018761 6.105552692 -17.63794724 206.1106259 1111.970952
0.0205 0.06782778126 -0.05613968433 -0.1139224021 -6.109887592 1.141108351 6.218407031 -43.0367054 212.3795398 1145.520705
